Country,Attribute,"Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices",Gross domestic product based on purchasing-power-parity (PPP) share of world total,Implied PPP conversion rate,Total investment,Gross national savings,"Inflation, average consumer prices","Inflation, end of period consumer prices",Volume of imports of goods and services,Volume of Imports of goods,Volume of exports of goods and services,Volume of exports of goods,Population,General government revenue,General government total expenditure,General government net lending/borrowing,General government primary net lending/borrowing,General government gross debt,"Gross domestic product corresponding to fiscal year, current prices",Current account balance,Unemployment rate,General government net debt,Employment,General government structural balance,Output gap in percent of potential GDP
Belgium,2022,466.821,1863.54,118.526,93485.837,160406.339,0.449,0.748,27.66,24.091,133.586,137.983,6.441,6.441,6.747,6.747,11.618,322.535,347.765,-25.23,-17.011,682.769,549.456,-24.236,5.558,593.527,5.172,-28.289,1.236
Belgium,2023,469.213,1973.78,123.146,93797.455,168772.683,0.44,0.749,27.519,24.813,128.877,128.704,-0.342,-0.342,-1.176,-1.176,11.695,340.826,373.855,-33.03,-22.651,717.068,576.587,-19.686,5.659,628.473,5.222,-33.171,0.584
Belize,2017,2.638,10.183,105.125,19786.976,26255.981,0.003,1.375,18.383,11.471,100.575,100.598,-4.525,-8.125,-1.826,-4.718,0.388,25.07,28.679,-3.608,-1.035,80.966,4.572,-7.07,9.328,,,,
Belize,2018,5.521,10.388,105.268,19604.205,26241.466,0.003,1.345,15.951,9.437,99.963,99.349,2.423,4.418,8.963,3.437,0.396,26.412,27.823,-1.411,1.295,81.677,4.63,-6.665,9.377,,,,
Belize,2019,9.088,10.913,105.165,19853.094,26715.224,0.003,1.32,17.519,9.879,100.064,99.784,2.853,4.26,3.511,-5.205,0.408,25.442,28.439,-2.998,-0.283,81.272,4.833,-7.826,9.041,,,,
Belize,2020,-9.412,9.454,104.519,16664.573,22431.374,0.002,1.295,25.738,19.589,100.122,100.381,-23,-22.415,-26.901,-23.43,0.421,25.205,33.986,-8.782,-6.976,105.646,4.16,-6.278,13.743,,,,
Belize,2021,19.794,11.344,108.669,18809.853,26369.231,0.003,1.288,23.76,17.424,106.478,109.812,31.781,24.33,31.198,31.413,0.43,22.964,26.331,-3.367,-1.893,84.116,4.983,-6.494,10.188,,,,
Belize,2022,17.895,13.621,115.488,20649.232,30836.254,0.003,1.279,22.559,15.226,115.99,118.711,18.506,20.428,27.464,17.69,0.442,23.141,23.934,-0.794,0.955,67.162,5.97,-7.551,6.071,,,,
Belize,2023,9.384,14.686,119.714,21052.444,32590.718,0.003,1.279,22.058,16.004,117.39,116.29,-0.086,1.078,3.991,-3.914,0.451,23.825,24.408,-0.583,1.275,63.154,6.436,-6.249,2.8,,,,
Benin,2017,7357.948,7422.022,100.313,636926.815,640007.232,0.028,216.774,23.96,19.78,102.951,104.272,3.903,8.418,3.946,5.149,11.597,1015.238,1329.48,-314.243,-206.386,2960.104,7375.302,-4.712,,,,,
Benin,2018,7851.374,7967.091,100.905,660010.715,667222.484,0.029,212.933,26.392,21.839,102.89,101.047,12.456,13.541,4.247,0.762,11.941,1089.414,1327.996,-238.581,-111.037,3292.861,7915.66,-5.202,,,,,
Benin,2019,8390.134,8487.079,100.584,685252.871,690542.918,0.03,208.516,25.63,21.63,100.156,101.731,-8.413,-10.87,-11.985,-13.667,12.29,1199.765,1245.803,-46.039,90.183,3517.815,8432.248,-4.576,,,,,
Benin,2020,8709.772,9067.028,103.479,691776.052,717151,0.032,211.754,25.634,23.887,107.22,103.792,0.125,-1.513,5.405,5.633,12.643,1310.685,1737.139,-426.454,-248.214,4202.994,9008.81,-2.02,,,,,
Benin,2021,9336.026,9875.029,105.154,720341.315,759001.348,0.032,205.932,28.851,24.697,107.642,112.697,1.949,3.398,-4.44,-1.935,13.011,1401.839,1967.563,-565.725,-343.611,4983.39,9809.694,-4.889,,,,,
Benin,2022,9918.481,10926.107,109.506,744255.73,816603.59,0.033,200.416,36.526,30.886,108.825,113.729,-22.516,-23.463,-20.718,-23.516,13.38,1567.518,2175.997,-608.479,-428.175,5935.905,10854.508,-6.622,,,,,
Benin,2023,10462.992,12097.28,114.923,763514.368,879168.912,0.034,202.869,31.862,25.906,117.796,121.383,25.62,24.343,23.324,21.38,13.76,1774.742,2295.82,-521.078,-321.771,6419.812,12018.099,-7.144,,,,,
Bhutan,2017,70.872,162.618,236.082,99146.321,222436.586,0.006,19.208,54.633,31.058,229.232,231.991,-3.745,-4.421,0.294,0.92,0.731,70.676,82.845,-12.17,-8.859,281.981,152.39,-24.116,3.138,,,,
Bhutan,2018,70.86,174.401,243.871,102404.165,237291.203,0.006,19.376,46.022,27.615,236.812,235.268,5.102,3.613,7.555,5.214,0.735,83.995,88.224,-4.228,-0.764,298.683,163.456,-18.869,3.4,,,,
Bhutan,2019,74.417,184.37,247.102,106492.704,249816.28,0.007,19.287,42.763,22.277,242.55,241.753,-7.64,-7.306,1.245,4.39,0.738,66.337,70.667,-4.329,-1.79,290.665,172.951,-20.988,2.72,,,,
Bhutan,2020,66,186.72,256.668,102976.952,250529.665,0.007,19.776,36.828,21.031,250.053,254.446,-11.626,-12.766,-6.641,-1.061,0.745,85.73,91.045,-5.315,-4.01,338.138,175.428,-16.179,5.03,,,,
Bhutan,2021,62.739,191.437,272.486,98589.157,254390.946,0.006,20.092,27.251,15.27,275.522,275.884,-0.949,5.865,-8.854,6.553,0.753,92.854,110.182,-17.328,-14.429,370.818,180.034,-12.274,4.8,,,,
Bhutan,2022,73.971,212.706,288.973,102287.203,279940.758,0.006,19.913,40.104,8.163,289.116,292.541,34.077,34.277,7.127,7.37,0.76,81.531,104.079,-22.548,-18.064,381.992,200.009,-32.787,5.9,,,,
Bhutan,2023,78.23,233.801,301.976,106702.096,304744.979,0.006,20.071,59.093,29.708,303.257,300.789,-0.494,0.175,7.472,-1.179,0.767,87.093,103.755,-16.661,-10.791,395.214,220.146,-30.151,0,,,,
Bolivia,2017,50.431,391.252,560.57,12602.79,35089.862,0.077,2.749,22.22,16.052,102.145,103.575,4.85,4.85,9.141,9.141,11.15,110.535,138.637,-28.102,-24.108,184.119,259.185,-6.922,5.085,133.664,,,
Bolivia,2018,52.413,419.599,577.703,12949.265,37099.82,0.077,2.766,20.596,16.123,103.851,103.887,1.53,1.53,4.437,4.437,11.31,109.547,140.36,-30.813,-26.3,200.832,278.388,-5.976,4.913,161.046,,,
Bolivia,2019,51.474,428.486,573.699,13051.673,37357.076,0.077,2.699,19.875,14.189,105.286,105.353,0.153,0.153,2.669,2.669,11.47,110.357,137.983,-27.626,-22.369,226.71,282.587,-4.682,5.012,192.197,,,
Bolivia,2020,36.215,386.813,563.061,11747.364,33259.899,0.073,2.615,15.778,12.47,105.364,105.251,-26.705,-26.705,-19.084,-19.084,11.63,89.175,134.098,-44.923,-39.647,275.326,253.112,-0.059,8.336,240.306,,,
Bolivia,2021,53.804,427.252,585.397,12285.06,36207.75,0.072,2.602,16.835,13.889,105.927,106.424,21.704,21.704,33.844,33.844,11.8,95.07,130.445,-35.374,-30.254,308.704,279.221,3.011,6.937,271.283,,,
Bolivia,2022,52.834,467.156,615.93,12542.224,39059.863,0.073,2.558,15.133,12.491,108.775,111.941,24.016,24.016,12.181,12.181,11.96,114.636,143.415,-28.778,-22.221,323.226,304.001,-0.596,4.74,294.231,,,
Bolivia,2023,52.045,493.242,638.908,12589.043,40662.991,0.072,2.559,15.103,10.278,113.299,116.413,6.568,6.568,-6.042,-6.042,12.13,114.756,138.899,-24.144,-15.327,340.112,321.018,-3.991,4.9,314.514,,,
Bosnia and Herzegovina,2017,34.08,97.154,103.136,22220.531,27726.611,0.038,0.676,23.618,18.839,100.023,105.201,8.156,8.353,12.447,15.991,3.504,55.055,52.696,2.358,3.434,49.344,31.803,-5.655,20.5,37.847,,2.33,
Bosnia and Herzegovina,2018,35.846,104.425,106.013,23124.151,29869.918,0.038,0.679,23.708,20.478,102.036,107.211,3.374,3.502,6.559,6.251,3.496,56.329,54.143,2.186,3.172,45.231,33.942,-3.893,18.4,31.866,,1.39,
Bosnia and Herzegovina,2019,35.826,108.633,108.635,23825.555,31117.861,0.039,0.683,24.332,21.735,101.741,106.106,1.355,0.739,0.562,-2.117,3.491,56.055,54.198,1.857,2.877,43.561,35.785,-3.129,15.7,28.06,,0.906,
Bosnia and Herzegovina,2020,28.932,106.403,108.704,23133.616,30514.167,0.039,0.675,22.645,19.389,99.065,102.623,-13.127,-12.018,-15.49,-5.494,3.487,54.926,61.146,-6.219,-5.238,48.549,34.728,-3.915,15.9,33.151,,-3.511,
Bosnia and Herzegovina,2021,41.698,120.551,114.099,24885.867,34630.768,0.039,0.678,25.57,23.214,104.115,117.106,19.847,19.886,23.88,20.368,3.481,56.323,55.474,0.849,1.762,48.125,39.145,-2.915,17.4,29.737,,0.757,
Bosnia and Herzegovina,2022,39.823,134.339,127.404,25967.229,38680.151,0.039,0.708,28.033,23.542,130.437,142.007,24.551,24.117,25.832,22.987,3.473,57.909,56.559,1.349,2.248,43.211,45.505,-5.592,15.4,26.233,,0.536,
Bosnia and Herzegovina,2023,38.431,143.38,132.915,26555.172,41390.351,0.039,0.712,26.546,22.233,128.305,132.184,4.962,4.417,7.741,6.064,3.464,60.58,62.268,-1.687,-0.374,42.418,48.423,-5.474,15.3,26.45,,-1.919,
Botswana,2017,175.294,217.955,97.351,85927.445,90745.072,0.029,4.734,25.006,31.35,323.928,317.524,-12.949,-15.802,-5.457,-6.273,2.402,89.997,93.065,-3.068,-1.575,39.003,168.416,6.486,,-13.442,,-6.926,
Botswana,2018,182.543,228.317,97.405,87717.357,93137.189,0.029,4.625,25.903,26.581,334.264,329.004,15.917,17.596,11.882,14.068,2.451,84.098,97.942,-13.844,-12.323,40.881,175.189,0.46,,-5.807,,-18.15,
Botswana,2019,186.795,235.669,97.724,88631.425,94278.785,0.029,4.559,30.876,23.825,342.854,334.825,11.572,11.439,-8.818,-10.394,2.5,78.595,102.269,-23.674,-21.871,45.701,177.445,-8.072,,9.558,,-22.453,
Botswana,2020,159,222.397,101.977,79413.465,87337.618,0.027,4.696,32.794,26.497,348.428,341.938,4.952,15.377,-18.569,-14.749,2.546,71.934,102.379,-30.445,-28.629,52.409,180.217,-11.787,,41.557,,-17.814,
Botswana,2021,199.496,269.057,110.72,87394.935,103946.386,0.029,4.879,27.383,28.167,376.362,378.118,2.344,2.189,31.686,33.823,2.588,92.533,100.076,-7.544,-5.945,59.583,218.741,-1.585,,43.861,,-4.996,
Botswana,2022,204.261,320.28,126.832,90976.683,121766.045,0.029,5.223,24.955,28.405,426.985,427.608,-11.775,-14.557,-5.606,-6.84,2.63,103.146,103.004,0.142,2.362,64.059,256.277,3.585,,43.28,,-0.249,
Botswana,2023,209.943,342.549,130.958,92879.933,128038.998,0.03,5.202,29.899,30.726,445.157,441.484,7.665,5.961,-0.729,-2.553,2.675,111.828,118.94,-7.112,-3.853,70.208,275.423,0.999,,49.424,,-7.45,
Brazil,2017,1170.124,11667.705,563.439,21144.489,58915.158,2.465,2.182,14.626,13.398,3.19468E+13,3.23958E+13,7.79,10.205,4.785,7.223,198.042,2660.245,3228.358,-568.113,-147.15,5531.896,6585.48,-26.565,12.85,3434.312,,-493.732,
Brazil,2018,1191.433,12067.497,588.757,21410.909,60620.352,2.423,2.226,15.095,12.237,3.31176E+13,3.36092E+13,7.332,14.518,3.417,4.36,199.067,2877.246,3375.179,-497.933,-67.984,6022.681,7004.141,-57.652,12.375,3748.603,,-453.194,
Brazil,2019,1205.392,12504.37,613.628,21566.092,62507.205,2.387,2.279,15.517,11.886,3.43539E+13,3.50565E+13,4.531,5.697,-1.674,-2.03,200.047,3128.673,3505.516,-376.843,-25.118,6524.417,7389.131,-71.653,11.975,4096.468,,-356.27,
Brazil,2020,1161.437,12262.335,653.345,20762.754,61013.202,2.38,2.395,16.116,14.205,3.54572E+13,3.66401E+13,-8.173,-3.458,-1.334,0.038,200.978,2933.17,3848.266,-915.096,-605.89,7401.741,7609.597,-30.119,13.775,4731.374,,-811.579,
Brazil,2021,1227.808,14033.284,727.722,21686.121,69464.671,2.352,2.553,19.425,16.615,3.84007E+13,4.03265E+13,17.367,22.738,2.283,4.1,202.02,3684.673,3913.709,-229.037,178.694,8104.951,8898.727,-49.168,13.2,5022.737,,-294.042,
Brazil,2022,1261.189,15672.555,788.001,22200.631,77180.938,2.342,2.584,18.143,15.351,4.19642E+13,4.26593E+13,0.389,-2.286,6.133,5.417,203.063,4334.38,4645.34,-310.961,214.845,8546.093,9915.317,-56.413,9.25,5715.08,,-630.581,
Brazil,2023,1300.178,16843.976,818.456,22752.742,82469.206,2.346,2.589,17.766,15.857,4.39495E+13,4.4748E+13,-2.818,-5.32,7.942,6.856,204.246,4405.287,5168.057,-762.769,-133.044,9439.086,10616.145,-42.507,8.333,6501.545,,-865.316,
Brunei Darussalam,2017,19.707,54.767,91.131,103819.203,128440.035,0.021,0.647,34.805,,97.145,98.664,1.371,16.646,-7.884,-7.09,0.426,30.567,42.704,-12.138,-12.138,3.298,16.748,18.346,9.3,,,,
Brunei Darussalam,2018,18.439,58.395,99.53,101446.845,133749.248,0.02,0.69,41.067,,100.44,99.112,30.974,33.159,-9.66,-8.598,0.437,33.793,38.036,-4.243,-4.243,3.059,18.301,7.783,8.7,,,,
Brunei Darussalam,2019,22.968,59.892,96.212,102007.248,132798.388,0.021,0.655,38.678,,98.636,99.662,12.457,14.293,23.954,24.208,0.451,34.028,38.395,-4.367,-4.367,3.048,18.375,7.496,6.82,,,,
Brunei Darussalam,2020,20.449,57.306,85.759,105311.843,129710.739,0.022,0.576,40.588,,102.888,103.376,-2.952,7.072,29.606,33.529,0.442,20.354,38.74,-18.387,-18.387,3.33,16.564,5.06,7.3,,,,
Brunei Darussalam,2021,17.417,62.377,99.023,103891.726,141537.326,0.02,0.637,31.273,,104.431,105.779,30.573,45.412,-1.96,1.459,0.441,25.095,34.796,-9.701,-9.701,2.987,18.822,12.792,4.91,,,,
Brunei Darussalam,2022,17.07,70.789,123.023,102199.805,160622.239,0.019,0.74,25.851,,110.163,110.289,8.523,6.8,-7.593,-7.74,0.441,35.557,32.443,3.113,3.113,2.53,23.003,22.831,5.2,,,,
Brunei Darussalam,2023,17.787,67.474,109.519,101414.472,153101.851,0.018,0.635,30.089,,109.99,110.519,-12.107,-15.897,-4.786,-6.531,0.441,23.417,35.051,-11.634,-11.634,2.802,20.321,12.181,4.9,,,,
Bulgaria,2017,97.636,314.463,108.292,35074.147,44604.428,0.124,0.674,19.806,23.111,101.036,102.676,7.356,7.01,5.752,8.269,7.05,66.566,64.899,1.669,2.348,46.44,102.741,5.266,6.23,20.957,,1.186,
Bulgaria,2018,100.106,336.646,112.876,36273.032,48092.12,0.123,0.686,21.214,22.16,105.107,105.52,5.763,7.452,1.737,0.111,7,72.299,72.041,0.258,0.703,42.132,109.964,1.574,5.273,18.823,,-0.418,
Bulgaria,2019,105.393,359.032,118.787,38001.393,51648.228,0.125,0.709,20.998,22.862,107.451,109.51,5.22,5.344,3.974,3.18,6.951,76.908,79.018,-2.109,-1.794,40.348,120.396,3.15,4.275,18.523,,-0.244,
Bulgaria,2020,93.383,356.024,123.845,36681.403,51474.299,0.124,0.73,20.336,20.375,107.493,106.449,-4.933,-2.934,-10.285,-4.405,6.917,76.89,83.351,-6.461,-6.191,51.14,120.553,0.068,5.207,29.402,,-3.134,
Bulgaria,2021,112.409,408.847,132.678,39929.94,59782.301,0.125,0.749,21.074,19.223,112.137,120.026,9.292,9.859,7.811,7.497,6.839,85.53,92.252,-6.723,-6.585,53.675,139.012,-3.408,5.346,30.298,,-8.163,
Bulgaria,2022,111.657,459.903,152.715,43776.348,71328.05,0.125,0.805,20.739,20.056,136.543,144.015,9.424,10.179,6.92,7.611,6.448,99.327,101.488,-2.162,-2.197,57.97,165.384,-1.292,4.243,29.677,,-2.992,
Bulgaria,2023,111.76,504.878,168.288,44773.046,78776.249,0.124,0.856,20.677,20.679,142.519,140.548,2.636,2.504,4.37,2.929,6.409,98.484,106.538,-8.054,-7.905,59.888,185.28,0.004,4.6,32.396,,-7.587,
Burkina Faso,2017,7878.101,8287.625,104.6,398840.382,417810.21,0.032,208.757,23.899,18.894,105.099,105.75,13.012,14.278,19.424,21.194,19.836,1602.807,2176.106,-573.3,-502.94,2807.557,8234.006,-5.714,,,,,
Burkina Faso,2018,8398.303,8884.505,105.17,413566.52,435670.392,0.033,204.967,25.901,21.717,107.599,104.796,3.512,4.381,5.963,5.874,20.393,1765.648,2161.927,-396.279,-297.936,3406.166,8825.551,-4.849,,,,,
Burkina Faso,2019,8874.789,9541.797,106.88,425433.999,455420.108,0.034,204.629,26.27,23.033,98.994,99.234,-2.652,-2.658,-0.052,0.249,20.952,1901.823,2224.496,-322.672,-204.368,3976.686,9479.294,-3.762,,,,,
Burkina Faso,2020,9042.331,10388.124,114.18,421809.211,482275.132,0.036,215.79,22.891,27.035,106.038,106.468,-2.323,1.375,-2.71,0.153,21.54,1994.477,2528.565,-534.089,-392.151,4517.715,10322.329,4.888,,,,,
Burkina Faso,2021,9671.505,11018.343,113.25,438619.633,497564.984,0.036,204.831,24.678,25.069,112.132,120.886,11.301,14.539,7.061,7.754,22.145,2244.183,3065.332,-821.148,-626.84,6116.085,10945.16,0.468,,,,,
Burkina Faso,2022,9809.181,11861.72,120.158,432959.354,521023.06,0.035,203.099,14.766,8.599,137.521,133.106,-1.59,1.823,-5.679,-6.431,22.766,2573.599,3841.071,-1267.473,-1035.938,6931.245,11784.761,-7.336,,,,,
Burkina Faso,2023,10240.735,12610.955,122.381,439543.066,538806.785,0.036,199.519,23.969,18.895,126.579,128.87,4.01,2.484,0.503,-0.143,23.405,2510.279,3348.093,-837.813,-564.267,7725.102,12527.382,-6.129,,,,,
Burundi,2017,1720.838,5496.615,318.837,159075.321,505795.69,0.007,654.896,18.286,6.573,150.091,144.977,10.92,14.988,29.97,31.509,10.867,1066.027,1345.631,-279.604,-242.337,2619.527,5485.068,-12.085,,,,,
Burundi,2018,1749.644,5426.237,309.747,156928.448,484776.197,0.007,621.289,18.786,7.383,127.033,120.697,14.698,17.291,13.224,15.477,11.193,1067.586,1434.795,-367.209,-278.935,2921.076,5414.485,-11.749,,,,,
Burundi,2019,1782.083,5571.633,312.294,155164.862,483267.827,0.007,615.36,19.286,7.724,128.17,138.225,45.588,44.459,-15.813,-4.677,11.529,1266.373,1628.32,-361.947,-229.906,3395.047,5559.586,-11.91,,,,,
Burundi,2020,1786.541,5922.842,330.901,151150.301,498767.687,0.007,643.625,19.931,9.649,145.599,150.59,-17.818,-16.056,-15.366,-21.629,11.875,1388.868,1769.758,-380.89,-203.6,3964.868,5910.573,-10.599,,,,,
Burundi,2021,1845.043,6626.039,359.016,151325.375,541732.451,0.007,668.291,21.772,9.329,158.104,167.564,14.975,13.597,-1.581,-12.405,12.231,1686.916,2039.322,-352.406,-152.658,4468.282,6612.793,-12.86,,,,,
Burundi,2022,1877.399,7984.416,424.922,149601.737,633777.491,0.007,739.192,23.459,7.876,197.004,226.092,-4.259,-3.79,3.808,20.039,12.598,2153.419,3127.726,-974.307,-765.954,5515.789,7969.716,-16.194,,,,,
Burundi,2023,1941.478,10227.305,526.925,150089.862,788165.895,0.007,884.123,26.463,7.746,234.051,236.14,8.917,7.731,12.544,9.498,12.976,3176.879,3688.584,-511.704,-193.635,7500.25,10212.564,-19.313,,,,,
Cabo Verde,2017,194.16,201.289,102.999,354396.695,368399.02,0.003,48.477,34.325,27.373,99.524,99.622,13.873,19.027,-0.188,-7.315,0.546,74.854,82.633,-7.78,-0.983,332.966,195.295,-7.089,12.2,316.179,,,
Cabo Verde,2018,200.345,212.337,104.754,369305.599,390493.028,0.003,48.146,33.767,28.994,101.275,101.353,5.595,4.821,5.005,20.716,0.544,77.032,84.265,-7.233,-0.402,342.709,205.986,-4.872,12.2,321.605,,,
Cabo Verde,2019,217.248,228.57,105.412,390311.516,415392.815,0.003,47.594,33.467,33.667,102.212,104.229,1.37,2.279,16.565,4.366,0.55,83.277,88.479,-5.202,1.854,353.85,221.681,0.205,8.5,327.681,,,
Cabo Verde,2020,149.488,186.395,106.886,310122.518,334754.073,0.003,47.638,29.313,14.3,102.323,100.567,-17.489,-9.866,-55.602,-29.063,0.557,69.318,94.833,-25.515,-18.312,405.864,180.73,-15.294,8.5,369.67,,,
Cabo Verde,2021,186.348,198.685,106.93,326129.046,352625.806,0.003,45.609,50.819,39.019,105.477,112.246,-4.214,3.306,-25.007,-4.183,0.563,67.674,89.51,-21.836,-15.468,431.512,192.402,-12.043,8.5,391.096,,,
Cabo Verde,2022,227.533,249.099,114.716,377088.542,436891.252,0.003,45.727,47.98,44.364,119.761,122.546,5.786,6.12,83.028,3.922,0.57,74.466,88.628,-14.162,-6.7,434.583,241.509,-3.698,8.5,391.944,,,
Cabo Verde,2023,224.226,270.249,119.161,389082.825,468402.257,0.003,45.814,39.95,34.194,122.846,126.148,12.345,9.715,15.427,29.609,0.577,90.262,106.632,-16.37,-8.391,409.304,261.934,-5.906,8.5,373.75,,,
Cambodia,2017,49183.886,89915.622,182.668,3210832.525,5863226.918,0.051,1428.354,22.892,14.983,172.776,174.013,6.843,6.393,9.913,8.507,15.336,19408.333,20104.786,-696.452,-407.808,26951.718,89830.525,-9.665,,,,,
Cambodia,2018,52857.463,99638.086,188.352,3416127.367,6432198.465,0.053,1438.223,23.448,11.678,176.509,176.218,13.664,15.797,14.661,13.878,15.491,23616.935,22947.131,669.804,1012.469,28346.036,99544.275,-14.665,,,,,
Cambodia,2019,56585.143,110116.56,194.446,3631438.803,7058753.815,0.056,1458.594,24.233,13.409,179.376,183.022,18.019,18.867,13.853,15.014,15.6,29487.957,26225.19,3262.767,3629.659,31069.72,110014.048,-13.757,,,,,
Cambodia,2020,54823.332,105991.567,193.14,3501501.704,6760528.593,0.055,1430.131,24.88,21.504,185.583,188.001,-3.401,1.103,-1.154,26.876,15.678,25357.992,28964.183,-3606.19,-3224.96,36434.214,105891.753,-4.246,,,,,
Cambodia,2021,56488.715,110612.228,195.635,3571753.247,6985397.203,0.054,1386.335,23.877,-18.147,190.902,195.681,23.609,26.857,-6.791,-1.254,15.835,23863.612,31677.53,-7813.919,-7410.293,39735.641,110505.916,-53.203,,,,,
Cambodia,2022,59450.164,121148.508,203.6,3721657.727,7575035.304,0.055,1348.326,24.5,-2.785,203.322,200.376,-7.212,-8.757,15.357,8.382,15.993,29005.071,30071.04,-1065.969,-638.067,42138.732,121029.927,-35.148,,,,,
Cambodia,2023,62807.43,131516.429,209.209,3892890.989,8141889.951,0.056,1336.33,24.5,13.512,203.838,206.479,-0.256,-1.106,14.271,9.894,16.153,29732.673,35643.12,-5910.447,-5618.225,46444.258,131387.167,-14.388,,,,,
Cameroon,2017,20751.708,21086.989,101.025,848251.452,858378.583,0.074,232.801,19.445,16.29,247.021,248.122,1.186,-1.481,3.098,-1.369,24.566,3054.395,4049.465,-995.071,-820.224,7695.358,20960.865,-3.582,,7009.095,,,
Cameroon,2018,21586.639,22339.231,102.876,859614.991,885905.782,0.074,231.501,19.538,15.71,250.065,254.216,2.055,4.152,-1.481,-0.694,25.216,3466.959,4004.02,-537.062,-337.55,8550.057,22203.329,-4.933,,8007.755,,,
Cameroon,2019,22324.563,23384.306,104.133,866349.882,903692.858,0.074,230.2,18.935,14.401,257.574,260.792,22.782,24.798,-2.217,-1.413,25.876,3599.905,4357.111,-757.207,-524.607,9710.349,23243.662,-5.968,,9212.517,,,
Cameroon,2020,22442.078,23630.174,104.656,849056.007,890164.071,0.077,228.377,17.743,13.512,263.82,265.96,-15.623,-13.38,-6.972,-5.932,26.546,3158.716,3910.691,-751.975,-553.604,10580.31,23486.47,-5.23,,10148.551,,,
Cameroon,2021,23264.017,25314.525,108.157,858106.164,929851.683,0.075,225.871,17.942,14.437,269.543,276.419,14.909,17.443,2.168,14.064,27.224,3525.071,4278.75,-753.679,-511.119,11816.557,25157.753,-5.761,,11467.122,,,
Cameroon,2022,24142.245,27755.16,114.287,868573.232,994397.153,0.075,223.048,18.108,16.313,290.244,300.245,-8,-8.343,9.868,7.548,27.912,4433.347,4741.979,-308.632,-97.205,12601.594,27587.155,-2.591,,12155.238,,,
Cameroon,2023,25103.245,29873.911,118.296,881154.593,1044245.54,0.076,222.682,18.486,15.912,311.701,317.685,11.674,10.025,12.243,5.84,28.608,4712.147,4939.198,-227.051,96.902,12496.289,29691.314,-3.843,,11934.813,,,
Canada,2017,2017.973,5566.762,106.239,103899.847,152536.407,1.451,1.205,23.55,20.748,132.022,133.3,4.627,4.861,1.445,0.726,36.495,903.941,906.46,-2.519,2.002,2037.689,2140.641,-49.029,6.408,281.001,18.401,-6.858,0.374
Canada,2018,2073.665,5831.08,107.957,105317.925,157583.657,1.44,1.195,23.377,21,135.651,136.221,3.309,2.663,3.825,2.782,37.003,958.146,949.74,8.406,10.801,2120.235,2235.675,-43.387,5.85,269.826,18.729,0.923,0.553
Canada,2019,2111.879,5996.88,109.648,105772.178,159746.989,1.428,1.193,23.042,21.089,137.932,138.995,0.353,-0.07,2.704,0.759,37.54,979.239,979.657,-0.417,2.501,2177.279,2313.563,-36.007,5.7,204.506,19.114,-5.6,0.358
